Hugo_Symbol	Chromosome	arm
ROBO2	3p12.3	3p
ROBO2P1	7p12.1	7p
ROBO3	11q24.2	11q
ROBO4	11q24.2	11q
ROCK1	18q11.1	18q
ROCK1P1	18p11.32	18p
ROCK2	2p25.1	2p
ROCR	17q24.3	17q
ROGDI	16p13.3	16p
ROM1	11q12.3	11q
ROMO1	20q11.22	20q
ROPN1	3q21.1	3q
ROPN1B	3q21.2	3q
ROPN1L	5p15.2	5p
ROPN1L-AS1	5p15.2	5p
ROR1	1p31.3	1p
ROR1-AS1	1p31.3	1p
ROR2	9q22.31	9q
RORA	15q22.2	15q
RORA-AS1	15q22.2	15q
RORA-AS2	15q22.2	15q
RORB	9q21.13	9q
RORB-AS1	9q21.13	9q
RORC	1q21	1q
ROS1	6q22.1	6q
RP1	8q11.23-q12.1	8q
RP1L1	8p23.1	8p
RP9	7p14.3	7p
RP9P	7p14.3	7p
RP10	7q31.3	7q
RP11	19q13.4	19q
RP13	17p13.3	17p
RP17	17q22	17q
RP18	1q13-q23	1q
RP21	9q34	9q
RP22	16p12.3-p12.1	16p
RP25	6q14-q21	6q
RP26	2q31-q33	2q
RP28	2p15-p11	2p
RP29	4q32-q34	4q
RP31	9p22-p13	9p
RP32	1p21.2-p13.3	1p
RP33	2p11.2-q12.2	2p
RP52	2q24.1-q31.1	2q
RP63	6q23	6q
RPA1	17p13.3	17p
RPA2	1p35.3	1p
RPA2P1	14q21.3	14q
RPA2P2	10q23.1	10q
RPA2P3	11q22.1	11q
RPA3	7p21.3	7p
RPA3P1	2q31.1	2q
RPA3P2	6p12.1	6p
RPAIN	17p13.2	17p
RPAP1	15q15.1	15q
RPAP2	1p22.1	1p
RPAP2P1	10q23.2	10q
RPAP3	12q13.11	12q
RPARP-AS1	10q24.32	10q
RPE	2q34	2q
RPE65	1p31.3	1p
RPEL1	10q24.33	10q
RPEP1	5q12.3	5q
RPEP2	3p24.2	3p
RPEP3	1p35.3	1p
RPEP4	22q12.2	22q
RPEP5	2q24.2	2q
RPEP6	11q13.4	11q
RPF1	1p22.3	1p
RPF2	6q21	6q
RPF2P1	20q11.22	20q
RPF2P2	4q26	4q
RPGRIP1	14q11.2	14q
RPGRIP1L	16q12.2	16q
RPH3A	12q24.13	12q
RPH3AL	17p13.3	17p
RPIA	2p11.2	2p
RPIAP1	18q21.33	18q
RPL3	22q13.1	22q
RPL3L	16p13.3	16p
RPL3P1	21q22.12	21q
RPL3P2	6p21.33	6p
RPL3P3	14q22.3	14q
RPL3P4	14q32.2	14q
RPL3P5	2q37.3	2q
RPL3P6	5q12.1	5q
RPL3P7	6q21	6q
RPL3P8	7q31.1	7q
RPL3P9	8q21.13	8q
RPL3P10	8p11.22	8p
RPL3P11	9p23	9p
RPL3P13	4q21.23	4q
RPL4	15q22.31	15q
RPL4P1	14q11.2	14q
RPL4P2	1q24.1	1q
RPL4P3	1q24.3	1q
RPL4P4	3q27.2	3q
RPL4P5	9p24.1	9p
RPL4P6	22q13.1	22q
RPL4P7	2q33.1	2q
RPL5	1p22.1	1p
RPL5P1	15q11.2	15q
RPL5P2	20q13.12	20q
RPL5P3	15q23	15q
RPL5P4	1p34.3	1p
RPL5P5	1q25.3	1q
RPL5P6	1p22.2	1p
RPL5P7	2q31.1	2q
RPL5P8	2q34	2q
RPL5P9	2q13	2q
RPL5P10	3p22.1	3p
RPL5P11	4q34.1	4q
RPL5P12	4q23	4q
RPL5P13	4q31.21	4q
RPL5P14	5p13.3	5p
RPL5P15	5q11.2	5q
RPL5P16	5q14.2	5q
RPL5P17	5q14.3	5q
RPL5P18	6q22.33	6q
RPL5P19	6q15	6q
RPL5P20	6p22.3	6p
RPL5P21	6q22.33	6q
RPL5P22	8p21.1	8p
RPL5P23	8p11.21	8p
RPL5P24	8q22.3	8q
RPL5P25	10p13	10p
RPL5P26	10q22.1	10q
RPL5P27	10q25.3	10q
RPL5P28	10q26.3	10q
RPL5P29	11q12.1	11q
RPL5P30	11q23.3	11q
RPL5P31	13q14.3	13q
RPL5P32	15q13.1	15q
RPL5P33	17q21.33	17q
RPL5P34	22q13.2	22q
RPL5P35	22q13.33	22q
RPL6	12q24.13	12q
RPL6P1	1p34.1	1p
RPL6P2	1p12	1p
RPL6P3	1q43	1q
RPL6P4	2p25.1	2p
RPL6P5	2q22.3	2q
RPL6P6	2q34	2q
RPL6P7	3q25.31	3q
RPL6P8	3q25.33	3q
RPL6P9	3q23	3q
RPL6P10	4q13.1	4q
RPL6P12	4q32.3	4q
RPL6P13	4q21.3	4q
RPL6P14	4q24	4q
RPL6P15	5q31.1	5q
RPL6P16	4q35.1	4q
RPL6P17	6p23	6p
RPL6P18	6p22.3	6p
RPL6P19	7q33	7q
RPL6P20	7q11.21	7q
RPL6P21	7p21.2	7p
RPL6P22	8p12	8p
RPL6P24	10p13	10p
RPL6P25	12q21.31	12q
RPL6P26	17q21.31	17q
RPL6P27	18p11.31	18p
RPL6P28	22q13.31	22q
RPL7	8q21.11	8q
RPL7A	9q34.2	9q
RPL7AP2	14q21.1	14q
RPL7AP3	14q13.2	14q
RPL7AP4	14q22.3	14q
RPL7AP5	14q24.1	14q
RPL7AP6	14q24.2	14q
RPL7AP7	6p22.1	6p
RPL7AP8	10q23.2	10q
RPL7AP9	12q21.2	12q
RPL7AP10	19p12	19p
RPL7AP11	3q13.33	3q
RPL7AP12	20p13	20p
RPL7AP13	20p12.1	20p
RPL7AP14	20q11.23	20q
RPL7AP15	1q21.1	1q
RPL7AP16	1p34.1	1p
RPL7AP17	1p21.2	1p
RPL7AP18	1p36.23	1p
RPL7AP19	1q23	1q
RPL7AP20	1q32.1	1q
RPL7AP21	1q23	1q
RPL7AP22	2q24.1	2q
RPL7AP23	3p12.2	3p
RPL7AP24	3q24	3q
RPL7AP25	3q26.33	3q
RPL7AP26	4q21.22	4q
RPL7AP27	4q35.2	4q
RPL7AP28	4q28.3	4q
RPL7AP29	4p16.2	4p
RPL7AP30	4q25	4q
RPL7AP31	4q12	4q
RPL7AP32	5q14.1	5q
RPL7AP33	5q35.1	5q
RPL7AP34	6q12	6q
RPL7AP35	6q21	6q
RPL7AP36	6p24.3	6p
RPL7AP37	6q23.3	6q
RPL7AP38	7p15.2	7p
RPL7AP39	7q22.1	7q
RPL7AP40	7q21.3	7q
RPL7AP41	7p15.2	7p
RPL7AP42	7q31.1	7q
RPL7AP43	7q11.23	7q
RPL7AP44	9q31.2	9q
RPL7AP45	9p11.2	9p
RPL7AP46	9q12	9q
RPL7AP47	9p23	9p
RPL7AP48	9p22	9p
RPL7AP49	9p12	9p
RPL7AP50	10q21.3	10q
RPL7AP51	10q21.3	10q
RPL7AP52	10q23.33	10q
RPL7AP53	10p11.22	10p
RPL7AP54	11q14.1	11q
RPL7AP55	11p15.4	11p
RPL7AP56	11p12	11p
RPL7AP57	11q14.3	11q
RPL7AP58	11p14.1	11p
RPL7AP59	12q21.2	12q
RPL7AP60	12q24.13	12q
RPL7AP61	13q32.2	13q
RPL7AP62	15q21.1	15q
RPL7AP63	16q24.1	16q
RPL7AP64	17p13.1	17p
RPL7AP65	17p11.2	17p
RPL7AP66	18q12.2	18q
RPL7AP67	18q12	18q
RPL7AP68	19p12	19p
RPL7AP69	19q13.43	19q
RPL7AP70	22q11.21	22q
RPL7AP73	13q12.12	13q
RPL7L1	6p21.1	6p
RPL7L1P1	13q31.3	13q
RPL7L1P2	7p12.1	7p
RPL7L1P3	7q11.23	7q
RPL7L1P4	5q23.1	5q
RPL7L1P5	17q21.31	17q
RPL7L1P6	13q32.3	13q
RPL7L1P7	3q23	3q
RPL7L1P8	3q26.33	3q
RPL7L1P9	2q35	2q
RPL7L1P10	2q36.3	2q
RPL7L1P12	13q32.3	13q
RPL7L1P13	4q25	4q
RPL7P1	5q32	5q
RPL7P2	20p13	20p
RPL7P3	20q13.33	20q
RPL7P4	6p21.33	6p
RPL7P5	15q26.3	15q
RPL7P6	12p12.3	12p
RPL7P7	1p36.23	1p
RPL7P8	1p13.3	1p
RPL7P9	1p21.3	1p
RPL7P10	1p31.1	1p
RPL7P11	1p36.23	1p
RPL7P12	2p22.2	2p
RPL7P13	2p16.3	2p
RPL7P14	2q33.2	2q
RPL7P15	3q21.2	3q
RPL7P16	3q22.1	3q
RPL7P17	4q21.1	4q
RPL7P18	5q15	5q
RPL7P19	5q31.2	5q
RPL7P20	5q34	5q
RPL7P21	5q31.3	5q
RPL7P22	5q13.2	5q
RPL7P23	5q13.3	5q
RPL7P24	5q14.1	5q
RPL7P25	6p21.31	6p
RPL7P26	6p22.3	6p
RPL7P27	6q14.3	6q
RPL7P28	6q21	6q
RPL7P29	6q14.3	6q
RPL7P30	7q21.11	7q
RPL7P31	7p14.3	7p
RPL7P32	7q31.1	7q
RPL7P33	9p22.3	9p
RPL7P34	10q23.31	10q
RPL7P35	10q25.2	10q
RPL7P36	10q24.2	10q
RPL7P37	10p11.21	10p
RPL7P38	12q21.31	12q
RPL7P39	12q14.3	12q
RPL7P40	12p12.3	12p
RPL7P41	12q13.13	12q
RPL7P42	12q15	12q
RPL7P43	12q21.2	12q
RPL7P44	13q22.3	13q
RPL7P45	13q33.2	13q
RPL7P46	16p13.13	16p
RPL7P47	16p12.3	16p
RPL7P48	17q21.33	17q
RPL7P49	17q25.1	17q
RPL7P50	19p13.3	19p
RPL7P51	19q13.41	19q
RPL7P52	22q13.1	22q
RPL7P59	7q35	7q
RPL7P60	7q22.1	7q
RPL7P61	2q24.3	2q
RPL8	8q24.3	8q
RPL8P1	6p22.1	6p
RPL8P2	21q22.11	21q
RPL8P3	3q23	3q
RPL8P4	3q26.31	3q
RPL8P5	22q11.21	22q
RPL9	4p14	4p
RPL9P2	17p12	17p
RPL9P3	14q13.2	14q
RPL9P4	14q12	14q
RPL9P5	14q23.1	14q
RPL9P6	14q31.1	14q
RPL9P8	15q25.2	15q
RPL9P9	15q25.2	15q
RPL9P10	1q42.2	1q
RPL9P11	1p36.22	1p
RPL9P12	1p32.3	1p
RPL9P13	2q22.1	2q
RPL9P14	2q33.3	2q
RPL9P15	3q25.2	3q
RPL9P16	4q32.3	4q
RPL9P17	5p13.3	5p
RPL9P18	6q12	6q
RPL9P19	7p21.3	7p
RPL9P20	8p22	8p
RPL9P21	10q11.21	10q
RPL9P22	11q14.1	11q
RPL9P23	11p12	11p
RPL9P24	12q23.2	12q
RPL9P25	15q22.31	15q
RPL9P26	15q11.2-q12	15q
RPL9P27	15q15.1	15q
RPL9P28	17q21.32	17q
RPL9P29	17q25.3	17q
RPL9P30	17q11.2	17q
RPL9P31	18q21.32	18q
RPL9P32	19q12	19q
RPL9P33	19q13.41	19q
RPL10A	6p21.31	6p
RPL10AP1	14q32.32	14q
RPL10AP2	8q11.1	8q
RPL10AP3	8p12	8p
RPL10AP4	1p31.1	1p
RPL10AP5	1q43	1q
RPL10AP6	3p14.2	3p
RPL10AP7	4p15.32	4p
RPL10AP8	5q13.2	5q
RPL10AP9	5q14.3	5q
RPL10AP10	5q31.2	5q
RPL10AP11	8p22	8p
RPL10AP12	16q24.1	16q
RPL10AP13	18q12	18q
RPL10L	14q21.2	14q
RPL10P1	21q21.3	21q
RPL10P2	6p22.1	6p
RPL10P3	9q33.1	9q
RPL10P4	1q32.1	1q
RPL10P5	2q13	2q
RPL10P6	2q35	2q
RPL10P7	3q13.33	3q
RPL10P8	5q35.1	5q
RPL10P9	5q34	5q
RPL10P10	6p12.1	6p
RPL10P11	7q21.11	7q
RPL10P12	12q15	12q
RPL10P13	12q21.2	12q
RPL10P14	16q12.1	16q
RPL10P15	19p13.2	19p
RPL10P16	19p13.13	19p
RPL10P17	1p36.22	1p
RPL10P18	8p12	8p
RPL10P19	8p23.1	8p
RPL11	1p36.11	1p
RPL11P1	2p14	2p
RPL11P2	5q23.3	5q
RPL11P3	10q23.31	10q
RPL11P4	10q23.33	10q
RPL11P5	12q24.31	12q
RPL12	9q33.3	9q
RPL12P1	6p21.32	6p
RPL12P2	6p21.2	6p
RPL12P3	20q11.21	20q
RPL12P4	20q13.2	20q
RPL12P5	14q12	14q
RPL12P6	14q13.1	14q
RPL12P7	14q24.1	14q
RPL12P8	10q21.3	10q
RPL12P9	21q21.3	21q
RPL12P10	7p15.3	7p
RPL12P11	20q12	20q
RPL12P12	20p11.23	20p
RPL12P13	1p36.11	1p
RPL12P14	1p36.21	1p
RPL12P15	2q14.3	2q
RPL12P16	2q33.2	2q
RPL12P17	2q33.3	2q
RPL12P18	2p11.2	2p
RPL12P19	2p21	2p
RPL12P20	4p13	4p
RPL12P21	5q31.2	5q
RPL12P22	5q35.2	5q
RPL12P23	6q27	6q
RPL12P24	8q23.1	8q
RPL12P25	9p24.3	9p
RPL12P26	10q25.3	10q
RPL12P27	10q24.1	10q
RPL12P28	10p15.1	10p
RPL12P29	10q23.1	10q
RPL12P30	11p14.1	11p
RPL12P31	11p13	11p
RPL12P32	12p11.21	12p
RPL12P33	12q24.31	12q
RPL12P34	13q21.33	13q
RPL12P35	15q23	15q
RPL12P36	16q21	16q
RPL12P37	17q25.3	17q
RPL12P38	17q23.2	17q
RPL12P39	18q22.1	18q
RPL12P40	18q12.2	18q
RPL12P41	19q13.32	19q
RPL12P42	19p13.13	19p
RPL12P44	3p21.31	3p
RPL12P45	1p34.3	1p
RPL12P46	11q23.3	11q
RPL12P47	6p21.1	6p
RPL12P48	8p11.23	8p
RPL13	16q24.3	16q
RPL13A	19q13.33	19q
RPL13AP	6p22.1	6p
RPL13AP2	14q21.3	14q
RPL13AP3	14q22.3	14q
RPL13AP5	10q24.1	10q
RPL13AP6	10q25.2	10q
RPL13AP7	21q21.2	21q
RPL13AP8	1q32.1	1q
RPL13AP9	1p31.3	1p
RPL13AP10	1p13.2	1p
RPL13AP11	1q32.1	1q
RPL13AP12	2q33-q34	2q
RPL13AP13	5q11.2	5q
RPL13AP14	5q14.3	5q
RPL13AP15	6q22	6q
RPL13AP16	7q22.2	7q
RPL13AP17	7q21.11	7q
RPL13AP18	8q21.13	8q
RPL13AP19	10q11.23	10q
RPL13AP20	12p13.1	12p
RPL13AP21	12q13.11	12q
RPL13AP22	12p11.21	12p
RPL13AP23	12q13.3	12q
RPL13AP24	12p13.3-p13.2	12p
RPL13AP25	13q14.3	13q
RPL13AP26	22q12.2	22q
RPL13P	6p22.1	6p
RPL13P2	20q13.12	20q
RPL13P4	15q24.2	15q
RPL13P5	12p13.31	12p
RPL13P6	14q32.32	14q
RPL13P7	1q25.2	1q
RPL13P8	3q13.13	3q
RPL13P9	5q13-q14	5q
RPL13P10	5q35.3	5q
RPL13P11	8q13.3	8q
RPL13P12	17p11.2	17p
RPL13P13	19q13.43	19q
RPL13P14	20q13.12	20q
RPL14	3p22.1	3p
RPL14P1	12q14.2	12q
RPL14P2	3p14.2	3p
RPL14P3	4q31.1	4q
RPL14P4	12q22	12q
RPL14P6	2q14.3	2q
RPL15	3p24.2	3p
RPL15P1	20p11.23	20p
RPL15P2	14q32.13	14q
RPL15P3	6p24.1	6p
RPL15P4	6p21.33	6p
RPL15P5	2q22.1	2q
RPL15P6	3q25.32	3q
RPL15P7	4p12	4p
RPL15P8	4q28.2	4q
RPL15P9	6q22	6q
RPL15P11	7q33	7q
RPL15P12	8q24.21	8q
RPL15P13	10q25.3	10q
RPL15P14	10q22.1	10q
RPL15P15	11q23.2	11q
RPL15P16	11q13.4	11q
RPL15P17	12p13.31	12p
RPL15P18	13q32.3	13q
RPL15P20	16p13.11	16p
RPL15P21	17p12	17p
RPL15P22	22q12.1	22q
RPL17	18q21.1	18q
RPL17-C18orf32	18q21.1	18q
RPL17P1	20p11.23	20p
RPL17P2	14q23.1	14q
RPL17P3	14q31.1	14q
RPL17P4	14q32.32	14q
RPL17P5	1p22.3	1p
RPL17P6	1p31.1	1p
RPL17P7	1p13.3	1p
RPL17P8	1q32.1	1q
RPL17P9	1p36.11	1p
RPL17P10	2q33.1	2q
RPL17P11	2q37.1	2q
RPL17P12	2q22.3	2q
RPL17P13	2q23.2	2q
RPL17P14	2q36.3	2q
RPL17P15	2q14.2	2q
RPL17P16	3p21.31	3p
RPL17P17	3p14.1	3p
RPL17P18	3q29	3q
RPL17P19	4q13.1	4q
RPL17P20	4q12	4q
RPL17P21	5q11.2	5q
RPL17P22	5q11.2	5q
RPL17P23	6q22.33	6q
RPL17P24	6q25.2	6q
RPL17P25	6q14.1	6q
RPL17P26	6p12.1	6p
RPL17P27	7q34	7q
RPL17P28	7q34	7q
RPL17P29	8p23.1	8p
RPL17P30	8p12	8p
RPL17P31	8q13.2	8q
RPL17P32	8q23	8q
RPL17P33	8p12	8p
RPL17P34	10q23.33	10q
RPL17P35	10q21.3	10q
RPL17P36	10q26.11	10q
RPL17P37	12q24.23	12q
RPL17P38	12q23.3	12q
RPL17P39	15q23	15q
RPL17P40	16p13.11	16p
RPL17P41	17q24.2	17q
RPL17P42	17q12	17q
RPL17P43	17p11.2	17p
RPL17P44	18q21.33	18q
RPL17P45	18q12.3	18q
RPL17P46	18q21.2	18q
RPL17P47	19p13.2	19p
RPL17P48	20q13.33	20q
RPL17P50	10q22.1	10q
RPL17P51	13q14.11	13q
RPL18	19q13.33	19q
RPL18A	19p13.11	19p
RPL18AP1	14q32.12	14q
RPL18AP2	21q22.3	21q
RPL18AP3	12q23.3	12q
RPL18AP4	1p35.1	1p
RPL18AP5	1p36.11	1p
RPL18AP6	2p16.3	2p
RPL18AP7	3p22.2	3p
RPL18AP8	3q11.2	3q
RPL18AP10	7p14.1-p13	7p
RPL18AP11	9p24.1	9p
RPL18AP12	17q21	17q
RPL18AP13	19p13.2	19p
RPL18AP17	13q21.33	13q
RPL18P1	14q21.3	14q
RPL18P2	1q25.3	1q
RPL18P3	5q23.1	5q
RPL18P4	7q31.31	7q
RPL18P5	7q33	7q
RPL18P6	8q23.2	8q
RPL18P7	8q23.3	8q
RPL18P8	11p12	11p
RPL18P9	12p13.32	12p
RPL18P10	13q14.2	13q
RPL18P11	15q25.1	15q
RPL18P12	16p13.3	16p
RPL18P13	16q23.1	16q
RPL19	17q12	17q
RPL19P1	20p13	20p
RPL19P2	3p14.3	3p
RPL19P3	1p31.3	1p
RPL19P4	2q21.1	2q
RPL19P5	2q35	2q
RPL19P6	3q23	3q
RPL19P7	3q12	3q
RPL19P8	4q34.3	4q
RPL19P9	5q35.3	5q
RPL19P10	5q34	5q
RPL19P11	5p13.3	5p
RPL19P12	7q22.1	7q
RPL19P13	8p23.1	8p
RPL19P14	8q22.2	8q
RPL19P15	9q34.12	9q
RPL19P16	10q26.12	10q
RPL19P17	12p13	12p
RPL19P18	17p13.1	17p
RPL19P19	19q13.43	19q
RPL21	13q12.2	13q
RPL21P1	12q24.31	12q
RPL21P2	20p13	20p
RPL21P3	20p11.23	20p
RPL21P4	17q21.31	17q
RPL21P5	14q12	14q
RPL21P6	14q22.3	14q
RPL21P7	14q23.3	14q
RPL21P8	14q23.3	14q
RPL21P9	14q24.1	14q
RPL21P10	14q24.3	14q
RPL21P11	14q32.11	14q
RPL21P12	14q32.32	14q
RPL21P13	14q32.32	14q
RPL21P14	15q22.1	15q
RPL21P15	15q22.31	15q
RPL21P16	10q26.12	10q
RPL21P17	3p26.3	3p
RPL21P18	12q14.3	12q
RPL21P19	1q32.1	1q
RPL21P20	1p34.2	1p
RPL21P21	1p36.3	1p
RPL21P22	1p35.2	1p
RPL21P23	1p32.2	1p
RPL21P24	1p33	1p
RPL21P25	1p33	1p
RPL21P26	1p22-p21	1p
RPL21P27	1q23	1q
RPL21P28	1q32.3	1q
RPL21P29	1p36.12	1p
RPL21P30	2p16.2	2p
RPL21P31	2q31.1	2q
RPL21P32	2q32.1	2q
RPL21P33	2p16.1	2p
RPL21P34	2q14.3	2q
RPL21P35	2q37.1	2q
RPL21P36	2p22.3	2p
RPL21P37	2p15	2p
RPL21P38	2q31.1	2q
RPL21P39	3q24	3q
RPL21P40	3p22.3	3p
RPL21P41	3p14.1	3p
RPL21P42	3q25.2	3q
RPL21P43	3q26.2	3q
RPL21P44	4q12	4q
RPL21P45	4p14	4p
RPL21P46	4p15.31	4p
RPL21P47	4q13.1	4q
RPL21P48	4q23	4q
RPL21P49	4q24	4q
RPL21P50	4q28.1	4q
RPL21P51	4q32.3	4q
RPL21P52	4p12	4p
RPL21P53	4q28.1	4q
RPL21P54	5p13.2	5p
RPL21P55	5q12.3	5q
RPL21P56	5p13.3	5p
RPL21P57	5q33.2	5q
RPL21P58	5q23.1	5q
RPL21P59	5q34	5q
RPL21P60	5q35.3	5q
RPL21P61	6p22.3	6p
RPL21P62	6p24.3	6p
RPL21P63	6p24.2	6p
RPL21P64	6q22.33	6q
RPL21P65	6q21	6q
RPL21P66	6q23.2	6q
RPL21P67	6q23.2	6q
RPL21P68	6p22.2	6p
RPL21P69	6q25.3	6q
RPL21P70	2p23.1	2p
RPL21P71	3q24	3q
RPL21P72	7p22.2	7p
RPL21P73	7q34	7q
RPL21P74	7q21.3	7q
RPL21P75	7p21.1	7p
RPL21P76	7q36.3	7q
RPL21P77	8p21.3	8p
RPL21P78	8q24	8q
RPL21P79	8q11.23	8q
RPL21P80	8p12	8p
RPL21P81	9q34	9q
RPL21P82	9q22.31	9q
RPL21P83	9p13.2	9p
RPL21P84	9q21.2	9q
RPL21P85	9q22.1-q22.3	9q
RPL21P86	9q22.31	9q
RPL21P87	9q31.3	9q
RPL21P88	10q11.21	10q
RPL21P89	10q11.23	10q
RPL21P90	10q24.1	10q
RPL21P91	10q25.1	10q
RPL21P92	10q21.3	10q
RPL21P93	10p12.1	10p
RPL21P94	11p15	11p
RPL21P95	11q14.1	11q
RPL21P96	11q22.3	11q
RPL21P97	11p15.4	11p
RPL21P98	12q21.2	12q
RPL21P99	12p11.22	12p
RPL21P100	12p13.2	12p
RPL21P101	12q12	12q
RPL21P102	12p12.1	12p
RPL21P103	12q14.1	12q
RPL21P104	12q14.1	12q
RPL21P105	12q24.22	12q
RPL21P106	12q21.33	12q
RPL21P107	13q34	13q
RPL21P108	13q22.1	13q
RPL21P109	13q21.33	13q
RPL21P110	13q21.33	13q
RPL21P111	13q31.1	13q
RPL21P112	13q32.1	13q
RPL21P113	15q21	15q
RPL21P114	15q22.2	15q
RPL21P115	15q22	15q
RPL21P116	15q25.1	15q
RPL21P117	15q22.2	15q
RPL21P118	16q22.3	16q
RPL21P119	16p13.2	16p
RPL21P120	17p11.2	17p
RPL21P121	17p11.2	17p
RPL21P122	17p12	17p
RPL21P123	17q11.2	17q
RPL21P124	17q21	17q
RPL21P125	17p13.3	17p
RPL21P126	18q21.2	18q
RPL21P127	18p11.31	18p
RPL21P128	18q11.1	18q
RPL21P129	19p13.2	19p
RPL21P130	19p13.2	19p
RPL21P131	19q13.11	19q
RPL21P135	3p22.2	3p
RPL21P136	12p13.1	12p
RPL22	1p36.31	1p
RPL22L1	3q26.2	3q
RPL22P1	3q26.2	3q
RPL22P2	14q24.3	14q
RPL22P3	1p36.13	1p
RPL22P4	1q32.1	1q
RPL22P5	1q21.1	1q
RPL22P6	1p11.2	1p
RPL22P7	2q21.1	2q
RPL22P8	2q12.3	2q
RPL22P10	2q12.2	2q
RPL22P11	2q13	2q
RPL22P12	2q13	2q
RPL22P13	4q12	4q
RPL22P14	6q15	6q
RPL22P15	2q13	2q
RPL22P16	7p22.1	7p
RPL22P17	10q24.32	10q
RPL22P18	10q22.3	10q
RPL22P19	12q24.31	12q
RPL22P20	14q11.2	14q
RPL22P21	17p12	17p
RPL22P24	1q25.3	1q
RPL23	17q12	17q
RPL23A	17q11.2	17q
RPL23AP1	6p22.1	6p
RPL23AP2	19p13.12	19p
RPL23AP3	21q22.12	21q
RPL23AP4	21q22.3	21q
RPL23AP5	16p13.3	16p
RPL23AP6	20p12.2	20p
RPL23AP7	2q14.1	2q
RPL23AP8	14q13.1	14q
RPL23AP9	14q13.1	14q
RPL23AP10	14q32.2	14q
RPL23AP11	14q32.31	14q
RPL23AP12	21q22.2	21q
RPL23AP14	12p13.33	12p
RPL23AP15	1q42.13	1q
RPL23AP16	1q32.1	1q
RPL23AP17	1p34.2	1p
RPL23AP18	1q32.3	1q
RPL23AP19	1p36.23	1p
RPL23AP20	1q43	1q
RPL23AP21	1p36.33	1p
RPL23AP22	1q31.2	1q
RPL23AP23	1q42.3	1q
RPL23AP24	1p36.33	1p
RPL23AP25	1q44	1q
RPL23AP26	2q37.1	2q
RPL23AP27	2q12.1	2q
RPL23AP28	2q36.1	2q
RPL23AP29	2q23.3	2q
RPL23AP30	2q33.1	2q
RPL23AP31	2q35	2q
RPL23AP32	2p16.2	2p
RPL23AP33	2q32.1	2q
RPL23AP34	2p23.2	2p
RPL23AP35	2q32.1	2q
RPL23AP36	2q33.2	2q
RPL23AP37	2p14	2p
RPL23AP38	3p26.3	3p
RPL23AP39	3p26.3	3p
RPL23AP40	3q22.3	3q
RPL23AP41	3q23	3q
RPL23AP42	3q26.1	3q
RPL23AP43	3p22.3	3p
RPL23AP44	5q23.1	5q
RPL23AP45	5q35.3	5q
RPL23AP46	6q23.2	6q
RPL23AP47	6q27	6q
RPL23AP48	6q22.31	6q
RPL23AP49	3p12.3	3p
RPL23AP50	6q21	6q
RPL23AP51	7p21.3	7p
RPL23AP52	7p21.3	7p
RPL23AP53	8p23.3	8p
RPL23AP54	8p23.2	8p
RPL23AP55	8p21.3	8p
RPL23AP56	8q24.22	8q
RPL23AP57	9p24.1	9p
RPL23AP58	10q24.32	10q
RPL23AP59	10q25.1	10q
RPL23AP60	10q26.3	10q
RPL23AP61	10q11.22	10q
RPL23AP62	11q23.1	11q
RPL23AP63	11p11.2	11p
RPL23AP64	11q23.3	11q
RPL23AP65	11p15.4	11p
RPL23AP66	12p13.2	12p
RPL23AP67	12q24.33	12q
RPL23AP68	12q21.32	12q
RPL23AP69	13q12.13	13q
RPL23AP70	14q13.2	14q
RPL23AP71	14q13.1	14q
RPL23AP72	16q12.1	16q
RPL23AP73	17p13.1	17p
RPL23AP74	17q23.2	17q
RPL23AP75	17q21.2	17q
RPL23AP76	17p12	17p
RPL23AP77	18q11.2	18q
RPL23AP78	19p13.2	19p
RPL23AP79	19q13.43	19q
RPL23AP80	19q13.33	19q
RPL23AP81	20q12	20q
RPL23AP82	22q13.33	22q
RPL23AP84	4q35.2	4q
RPL23AP85	1p32.2	1p
RPL23AP86	16p13.3	16p
RPL23AP87	17q25.3	17q
RPL23AP88	2q37.3	2q
RPL23AP89	1p36.22	1p
RPL23AP90	1p21.2	1p
RPL23AP91	16q21	16q
RPL23AP92	2p13.3	2p
RPL23AP93	3q29	3q
RPL23AP94	4q25	4q
RPL23AP95	7q22.1	7q
RPL23AP96	8p23.1	8p
RPL23AP97	13q34	13q
RPL23P2	21q21.3	21q
RPL23P3	1p31.1	1p
RPL23P4	2q35	2q
RPL23P5	2q36.1	2q
RPL23P6	6p21.2	6p
RPL23P7	7p15.2	7p
RPL23P8	7p15.3	7p
RPL23P9	8q22.3	8q
RPL23P10	8p12	8p
RPL23P11	10p11.22	10p
RPL24	3q12.3	3q
RPL24P1	20q11	20q
RPL24P2	20p11.23	20p
RPL24P3	14q24.1	14q
RPL24P4	6p21.1	6p
RPL24P5	1q31.3	1q
RPL24P6	3q29	3q
RPL24P7	3p24.3	3p
RPL24P8	9q21.12	9q
RPL25P1	17q	17q
RPL26	17p13.1	17p
RPL26L1	5q35.1	5q
RPL26P2	14q11.2	14q
RPL26P3	14q12	14q
RPL26P4	14q32.31	14q
RPL26P5	15q26.2	15q
RPL26P6	10q22.2	10q
RPL26P7	1p36.2	1p
RPL26P8	1p36.11	1p
RPL26P9	1p21.3	1p
RPL26P10	1p13.1	1p
RPL26P11	1q25.1	1q
RPL26P12	1q24.1	1q
